study_ID,author,year,title,doi,abstract,author_keywords,index_keywords,journal,volume,issue,start_page,end_page,document_type,publication_type,proceedings_title,platform,database,access,lit_type,art_type,gold_standard,asreview_prior,exported_notes_1,included,asreview_ranking,urban_study,retrieved?,extractor_1_name,extractor_1_complete,extractor_2_name,extractor_2_complete,exclusion_reason,other_exclusion_reason,Projects this is relevant to....
206,"Pollier, Anna and Tricault, Yann and Plantegenest, Manuel and Bischoff, Armin (armin.bischoff@univ-avignon.fr)",2019,Sowing of margin strips rich in floral resources improves herbivore control in adjacent crop fields,10.1111/afe.12318,"Field margin vegetation provides resources for natural enemies of crop herbivores. Thus, the design of plant mixtures improving resource provisioning is being discussed increasingly with respect to improving herbivore control. We set up a field experiment to assess the effect of (i) a wildflower strip optimized for nectar provisioning; (ii) a grass strip and (iii) spontaneous vegetation on herbivore regulation in oilseed rape and wheat. We also analyzed the attractiveness of plant species to natural enemies. The cover of flowering entomophilous plant species as a proxy of floral resource provisioning was twice as high in wildflower strips compared with the other strip treatments. Natural enemy densities were higher within and close to wildflower strips in the field. A corresponding effect on aphid predation and aphid infestation was observed. Significant negative correlations between natural enemy abundance in the margin and aphid infestation in the fields supported a causal relationship. The sown wildflower strip species were more attractive to natural enemies than spontaneous vegetation. The results of the present study demonstrate that improved nectar provisioning increased the predation and parasitism of crop herbivores. Further research on the spatio-temporal dynamics of interactions is needed to determine why not all crop herbivores respond to an increase of natural enemies in field margins.",Apoidea [Biological control /  / effect of sowing wildflower strips] and [Plant hosts /  / ] [France / Maine-et-Loire & Ille-et-Vilaine / ].,COCCINELLA-SEPTEMPUNCTATA COLEOPTERA; EXTRAFLORAL NECTAR; WILDFLOWER and STRIPS; LANDSCAPE CONTEXT; NATURAL ENEMIES; PEST REGULATION; and CONSERVATION; CEREAL; PARASITOIDS; DIVERSITY,AGRICULTURAL AND FOREST ENTOMOLOGY,21,1,119,129,Article,J,Institut Agro; Agrocampus Ouest; Institut Agro; Agrocampus Ouest; and Institut de Recherche pour le Developpement (IRD); Aix-Marseille and Universite; Centre National de la Recherche Scientifique (CNRS); Avignon and Universite,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,33,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
1141,"Torok, Edina (torok.edina@ecolres.hu) and Zieger, Sinja and Rosenthal, Jacob and Foldesi, Rita and Galle, Robert and Tscharntke, Teja and Batary, Peter",2021,"Organic farming supports lower pest infestation, but less natural enemies than flower strips",10.1111/1365-2664.13946,"Agricultural intensification has led to dramatic losses of species and associated ecosystem services. In the European Union, agri-environment schemes (AESs) have been developed to mitigate these challenges. There are two opposing AES strategies, targeting either production or non-production areas. Organic farming focuses on production and conservation on the same land-use area, whereas flower strips adjacent to crop fields are in favour of intensified conventional production combined with conservation strips outside the cultivated area. We investigated pest and natural enemy abundances of organic farming versus establishing flower strip in 10 agricultural landscapes in Central Germany along a gradient of mean field size (1.24-6.78 ha). We focused on three winter wheat fields per landscape: conventional field (control), conventional field with adjacent flower strip and organic field. We sampled crop pests such as cereal leaf beetles (CLBs) and cereal aphids as well as their natural enemies. Our results indicated that the abundance of CLB larvae was more than two times higher in conventional farming with and without flower strip than that in the organic farming. The abundance of natural enemies was supported by landscapes with small mean field size, that is their numbers increased c. threefold when field size decreased from 7 to 2 ha. Aphid abundance was lower in organic fields and conventional control fields than in conventional fields with flower strips suggesting a potential disservice of flower strips. Parasitoids and natural enemies benefited from flower strips, but they were obviously not able to control the aphids. Synthesis and applications. The major pests in cereals, aphids and CLBs infested organic farming less than flower strips along conventional fields. However, the abundance of natural enemies of pests benefited from flower strips and, in addition, from decreasing field size in agricultural landscapes. Hence, enhancing predator populations for more effective biological pest control may be best with decreasing field sizes combined with organic farming and flower strips. Altogether, organic farming might contribute much more to low pest damage than a conventional farming strategy with flower strips.",Aphidoidea; Oulema [Biological control /  / Arthropod predators] and [Farming and agriculture / Organic farming vs establishing flower strip and / ] [Population size / Abundance / ] [Predators / Arthropoda / ] and [Cultivated land habitat / Agricultural landscapes / ] [Germany / and Southern Lower Saxony / ]. and Arthropoda [Biological control /  / ] [Farming and agriculture / Organic and farming vs establishing flower strip / ] [Insect prey / Oulema and (Coleoptera) / ] [ / Aphidoidea (Hemiptera) / ] [Population size / and Abundance / ] [Cultivated land habitat / Agricultural landscapes / ] and [Germany / Southern Lower Saxony / ].,AGRI-ENVIRONMENT SCHEMES; CEREAL LEAF BEETLE; FUNCTIONAL DIVERSITY; and WILDFLOWER STRIPS; FIELD MARGINS; BOTTOM-UP; TOP-DOWN; BIODIVERSITY; and COLEOPTERA; APHID,JOURNAL OF APPLIED ECOLOGY,58,10,2277,2286,Article,J,University of Gottingen; University of Bonn,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,34,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
906,"Batary, P and Tscharntke, T",2022,Scale-dependent effectiveness of on-field vs. off-field agri-environmental measures for wild bees,10.1016/j.baae.2022.05.001,"The effectiveness of agri-environment schemes depends on scheme type, taxon and landscape. Here, we show how spatial scale, i.e. studied transect, field or farm level, and controlling for yield loss, can drastically change the evaluation of biodiversity benefits of on-field (organic farming) vs. off-field (flower strips) schemes. We selected ten agricultural landscapes in Central Germany, each with a triplet of winter wheat fields: one organic, one conventional with flower strip, and one conventional without flower strip as a control. We surveyed the abundance of wild bees at field edges for two years. We found that comparing data at the transect level may lead to misleading conclusions, because flower strips, covering only 5% of conventional fields, support fewer bees than large organic fields. However, a 50% cereal yield loss of organic farming can be considered as equivalent to yield levels of 50 ha conventional plus 50 ha flower strip. This would promote 3.5-times more bees than 100 ha organic farming. In conclusion, considering various scales in the evaluation of agri-environment scheme measures is necessary to reach a balanced understanding of their ecological and economic effects and their effectiveness. (C) 2022 The Author(s). Published by Elsevier GmbH on behalf of Gesellschaft fur Okologie.",Agri-environment scheme; Biodiversity; Farm; Flower strip; Landscape and structure; Organic farming; Pollinators; Yield,SOWN WILDFLOWER STRIPS; BIODIVERSITY; CONSERVATION; ABUNDANCE; BENEFITS; and SERVICES; HABITAT; INSECT; YIELD,BASIC AND APPLIED ECOLOGY,62,NA,55,60,Article,J,Hungarian Academy of Sciences; Hungarian Research Network; HUN-REN and Centre for Ecological Research; University of Gottingen,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,35,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
143,"Wix, Nana (wix@umwelt.uni-hannover.de) and Reich, Michael and Schaarschmidt, Frank",2019,Butterfly richness and abundance in flower strips and field margins: the role of local habitat quality and landscape context,10.1016/j.heliyon.2019.e01636,"Flower strips, which are created on arable land by sowing species-rich seed mixtures, are considered to have a high potential to counteract species decline of butterflies in the agricultural landscape. However, it remains largely unexplored how various factors (design, habitat quality, landscape context) interact to determine the occurrence of butterflies in flower strips. Therefore, butterflies were surveyed in 15 flower strips differing in age (first and second growing season). Flower strips were compared with 15 field margins, which were adjacent to arable land and were dominated by grasses. The field studies were conducted during two summers (2013, 2014) in Lower Saxony (Germany). Additionally, based on a literature study, 17 environmental variables likely to be decisive for the occurrence of butterflies were identified and recorded during these field studies or analyzed in GIS. Supported by a PCA, 8 environmental variables for flower strips and 7 for field margins, were selected and included in linear mixed-effects models in order to calculate their effect on butterflies. We documented 19 butterfly species and 1,394 individuals in the flower strips and 13 species and 401 individuals in the field margins. The number of flowering plant species was the key factor for the occurrence of butterflies - both in flower strips and field margins. The diversity of the surrounding landscape (Shannon-Index H) had an additional significant influence on butterflies in flower strips, with more species and individuals being observed on areas with a lower Shannon-Index. Number of flowering plant species is the key driver of butterfly diversity and abundance, which improves the habitat quality of flower strips in agricultural landscapes. In order to promote butterflies optimally, flower strips must have a good supply of flowers even over several years. This requires careful design and management, as flower supply often decreases with increasing age of the flower strips. The study indicates that flower strips have a particularly high effect in structurally simple landscapes.","Papilionoidea [Species diversity /  / flower strips vs field margins] and [Population density /  / ] [Habitat preference /  / ] [Cultivated land and habitat / Agricultural landscape / ] [Germany / Lower Saxony, Rotenburg and district, Zeven / ].",AGRI-ENVIRONMENT SCHEMES; SOWN WILDFLOWER STRIPS; SPECIES RICHNESS; and ENHANCE BIODIVERSITY; GRASSLAND MANAGEMENT; BRITISH BUTTERFLIES; DIURNAL and MOTHS; ROAD VERGES; FALLOW TYPE; DIVERSITY,HELIYON,5,5,NA,NA,Article,J,Leibniz University Hannover; Leibniz University Hannover,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,37,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
516,"Scheper, Jeroen (jeroen.scheper@wur.nl) and Bommarco, Riccardo and Holzschuh, Andrea and Potts, Simon G. and Riedinger, Verena and Roberts, Stuart P.M. and Rundlof, Maj and Smith, Henrik G. and Steffan-Dewenter, Ingolf and Wickens, Jennifer B. and Wickens, Victoria J. and Kleijn, David",2015,Local and landscape-level floral resources explain effects of wildflower strips on wild bees across four european countries,10.1111/1365-2664.12479,"Growing evidence for declines in wild bees calls for the development and implementation of effective mitigation measures. Enhancing floral resources is a widely accepted measure for promoting bees in agricultural landscapes, but effectiveness varies considerably between landscapes and regions. We hypothesize that this variation is mainly driven by a combination of the direct effects of measures on local floral resources and the availability of floral resources in the surrounding landscape. To test this, we established wildflower strips in four European countries, using the same seed mixture of forage plants specifically targeted at bees. We used a before-after control-impact approach to analyse the impacts of wildflower strips on bumblebees, solitary bees and Red List species and examined to what extent effects were affected by local and landscape-wide floral resource availability, land-use intensity and landscape complexity. Wildflower strips generally enhanced local bee abundance and richness, including Red-listed species. Effectiveness of the wildflower strips increased with the local contrast in flower richness created by the strips and furthermore depended on the availability of floral resources in the surrounding landscape, with different patterns for solitary bees and bumblebees. Effects on solitary bees appeared to decrease with increasing amount of late-season alternative floralresources in the landscape, whereas effects on bumblebees increased with increasing early-season landscape-wide floral resource availability.Synthesis and applications. Our study shows that the effects of wildflower strips on bees are largely driven by the extent to which local flower richness is increased. The effectiveness of this measure could therefore be enhanced by maximizing the number of bee forage species in seed mixtures, and by management regimes that effectively maintain flower richness in the strips through the years. In addition, for bumblebees specifically, our study highlights the importance of a continuous supply of food resources throughout the season. Measures that enhance early-season landscape-wide floral resource availability, such as the cultivation of oilseed rape, can benefit bumblebees by providing the essential resources for colony establishment and growth in spring. Further research is required to determine whether, and under what conditions, wildflower strips result in actual population-level effects. Our study shows that the effects of wildflower strips on bees are largely driven by the extent to which local flower richness is increased. The effectiveness of this measure could therefore be enhanced by maximizing the number of bee forage species in seed mixtures, and by management regimes that effectively maintain flower richness in the strips through the years. In addition, for bumblebees specifically, our study highlights the importance of a continuous supply of food resources throughout the season. Measures that enhance early-season landscape-wide floral resource availability, such as the cultivation of oilseed rape, can benefit bumblebees by providing the essential resources for colony establishment and growth in spring. Further research is required to determine whether, and under what conditions, wildflower strips result in actual population-level effects.",Apoidea [Food plants /  / ] [Pollination /  / ] [Community structure / and / ] [Population dynamics /  / ] [Abiotic factors / Environmental factors and / ] [Germany /  / ] [Netherlands /  / ] [Sweden /  / ] [United Kingdom / and / ].,AGRI-ENVIRONMENT SCHEMES; MASS-FLOWERING CROPS; POLLINATOR DILUTION; and COLONY GROWTH; CONSERVATION; BIODIVERSITY; PLANTS; COMMUNITIES; and RESPONSES; BENEFITS,Journal of Applied Ecology,52,5,1165,1175,Article,J,Wageningen University & Research; Swedish University of Agricultural and Sciences; University of Wurzburg; University of Reading; Lund and University; Lund University; Wageningen University & Research,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,38,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
513,"Hatt, Seyerin and Lopes, Thomas and Boeraeve, Fanny and Chen, Julian (severin.hatt@ulg.ac.be) and Francis, Frederic",2017,Pest regulation and support of natural enemies in agriculture: experimental evidence of within field wildflower strips,10.1016/j.ecoleng.2016.10.080,"Restoring ecosystem services in agriculture is vital to reach a sustainable food production. More specifically, developing farming practices which enhance biological pest control is a main issue for today's agriculture. The aim of this study was to assess whether the two strategies of complicating the search of host plants by pests by increasing plant diversity, and of supporting their natural enemies by managing habitats, could be combined simultaneously at the field scale to restore biological pest control and reduce chemical insecticide use. In Gembloux (Belgium), wildflower strips (WFS) were sown within wheat crops in which pests (i.e., aphids), their predators (i.e. aphidophagous hoverflies, lacewings and ladybeetles) and parasitoid wasps were monitored for 10 weeks in the period of May through July 2015 as indicators of the ES of pest control. Aphids were significantly reduced and adult hoverflies favoured in wheat in between WFS, compared to monoculture wheat plots. No significant differences were observed for adult lacewings, ladybeetles and parasitoids. In all treatments, very few lacewing and ladybeetle larvae were observed on wheat tillers. The abundance of hoverfly larvae was positively correlated with the aphid density on tillers in between WFS, showing that increasing food provisions by multiplying habitats within fields, and not only along margins, can help supporting aphidophagous hoverflies in crops. By enhancing the ecosystem services of biological pest control, this study shows that increasing both plant diversity and managing habitats for natural enemies may reduce aphid populations, hence insecticide use. Future research should continue this vein of work by quantifying the link between agricultural practices and the delivery of ecosystem services in order to guide future measures of agricultural policies. (C) 2016 Elsevier B.V. All rights reserved.",Aphididae [Biological control /  / predator prey relationships; host and seeking; plant diversity; pest regulation] [Plant hosts /  / ] [Insect and predators / Braconidae (Hymenoptera) / ] [ / Chrysopidae (Neuroptera) / and ] [ / Coccinellidae (Coleoptera) / ] [ / Hymenoptera / ] [ / Syrphidae and (Diptera) / ] [Cultivated land habitat /  / ] [Belgium / Namur Province and / ]. and Braconidae; Chrysopidae; Coccinellidae; Hymenoptera; Syrphidae and [Biological control /  / predator prey relationships] [Insect prey / and Aphididae (Hemiptera) / ] [Species diversity /  / ] [Population dynamics and / Abundance / ] [Cultivated land habitat /  / ] [Belgium / Namur and Province / ].,HOVERFLIES DIPTERA SYRPHIDAE; SOWN FLOWER STRIPS; BIOLOGICAL-CONTROL; and BIODIVERSITY; SYSTEMS; APHIDS; OVIPOSITION; MANAGEMENT; DIVERSITY; TRADE,ECOLOGICAL ENGINEERING,98,NA,240,245,Article,J,"University of Liege; University of Liege; Chinese Academy of and Agricultural Sciences; Institute of Plant Protection, CAAS; University and of Liege",WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,39,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
290,"Blaauw, Brett R. (blaauw@aesop.rutgers.edu) and Isaacs, Rufus",2015,Wildflower plantings enhance the abundance of natural enemies and their services in adjacent blueberry fields,10.1016/j.biocontrol.2015.08.003,"Wildflower plantings can support local abundance of natural enemies, but their influence on biological control of pests in adjacent crop fields is less well documented. To test whether biological control is enhanced by these plantings, we established native, perennial wildflowers in areas adjacent to highbush blueberry fields. Once wildflowers were established we found greater abundance of natural enemies in the fields adjacent to wildflower plantings compared with those adjacent to unenhanced control field perimeters. Predaceous arthropods, including spiders, hoverflies, and lady beetles, were among the most common natural enemies observed and collected in the blueberry fields. Using corn earworm eggs, Helicoverpa zea (Lepidoptera: Noctuidae), as sentinel prey, we found a similar pattern of biological control, with higher biological control services index values in fields adjacent to the wildflower plantings than in the unenhanced control fields. Our results provide evidence for the ability of wildflower plantings to support natural enemy populations in agricultural landscapes, and to potentially provide local enhancement of biological control in adjacent crops. (C) 2015 Elsevier Inc. All rights reserved.",Arthropoda [Biological control /  / ] [ /  / impact of perennial floral and resources] [Insect prey /  / ] [ / Helicoverpa zea (Lepidoptera) / ] and [Species diversity /  / ] [Population density /  / ] [Cultivated land and habitat / Blueberry fields / ] [ /  / ] [Michigan / South west / ]. and Helicoverpa zea [Biological control /  / Arthropod predators; impact of and perennial floral resources; egg] [Predators / Arthropoda / ] [Cultivated and land habitat / Blueberry fields / ]. and Insecta [Biological control /  / Arthropod predators] [Food plants / and Vaccinium corymbosum / Herbivory] [Species diversity /  / ] [Population and density /  / ] [Predators / Arthropoda / ] [Cultivated land habitat / and Blueberry fields / ] [ /  / ] [Michigan / South west / ].,CONSERVATION BIOLOGICAL-CONTROL; VACCINIUM-CORYMBOSUM FIELDS; and AGRICULTURAL LANDSCAPES; CRANBERRY FRUITWORM; ECOSYSTEM SERVICES; GROUND and BEETLES; PARASITIC WASP; LEPIDOPTERA; DIVERSITY; HERBIVORES,BIOLOGICAL CONTROL,91,NA,94,103,Article,J,Michigan State University,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,40,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
2094,"Sutter, Louis (louis.sutter@agroscope.admin.ch) and Albrecht, Matthias and Jeanneret, Philippe",2017,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services,NA,"1. The explicit and implicit aims of creating ecological focus areas (EFAs) and implementing greening measures in European agro-ecosystems include the promotion of regulatory ecosystem services (ES) to sustain crop production in conventional cropping systems. However, the extent to which these goals are achieved with current policy measures remains poorly explored. 2. We measured insect-mediated pollination and natural pest control service provisioning in 18 winter oilseed rape fields as a function of the independent and interactive effects of local EFA establishment-sown wildflower strips and hedgerows-and landscape-scale greening measures within a 1 km radius around focal fields and quantified their contribution to crop yield. 3. Insect pollination potential and pest predation increased on average by 10% and 13%, respectively, when landscape-scale greening measures share was increased from 6% to 26%. For pollination, the increase was stronger in fields adjoining an EFA (14%) than in fields without adjacent EFA (7%). 4. Agricultural management practices were the main drivers of crop yield. Neither insect pollination potential or natural pest control (pest predation and parasitism) nor adjacent EFAs and landscape-scale greening significantly affected crop yield in addition to agricultural management. 5. Synthesis and applications. Local establishment of perennial, species-rich wildflower strips and hedgerows, combined with landscape-scale greening measures in agricultural landscapes, can promote multiple ecosystem services (ES) in conventional production systems. Benefits may be maximized when local and landscape measures are combined. However, enhanced pollination and natural pest regulation seem to contribute relatively little to final crop yield compared to local agricultural management practices in the high-input conventional production system studied. Further research is needed to better understand how to improve the effectiveness of ecological focus areas and other greening measures in promoting regulatory ES. Potential improvements include minimising trade-offs while promoting synergies between ES provision, food production and biodiversity conservation.",Carabidae [Biological control /  / ] [Insect prey / Meligethes aeneus and (Coleoptera) / ] [Population dynamics / Abundance / ] [Spatial and environment / Landscape composition / ]. and Hymenoptera [Biological control /  / ] [Coleopteran hosts / Meligethes and aeneus / ] [Population dynamics / Abundance / ] [Spatial environment / and Landscape composition / ]. and Meligethes aeneus [Biological control /  / ] [ /  / ] [Farming and and agriculture / Agroecosystem / biological control by natural enemies] and [Ecological techniques / Linear regression models / ] [Mathematical and techniques /  / ] [Pollination / Brassica napus / ] [Hymenopteran and parasites /  / ] [Population dynamics / Abundance / ] [Insect predators and / Carabidae (Coleoptera) / ] [Cultivated land habitat /  / ] [Spatial and environment / Landscape measures / ] [Switzerland / Zurich & Aargau / ].,NA,JOURNAL OF APPLIED ECOLOGY,55,2,NA,NA,Article,J,NA,WoS,ZR,UoR,peerreviewed,primary,FALSE,0,Check. Relevant but data hard to extract so prob won't include. NB no difference between treatments in abundance of predatory ground beetles so make sure that it's not the case that all papers where there was no difference are hard to extract.,1,41,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
88,"Tschumi, Matthias (matthias.tschumi@biol.lu.se) and Albrecht, Matthias and Collatz, Jana and Dubsky, Viktor and Entling, Martin H. and Najar-Rodriguez, Adriana J. and Jacot, Katja",2016,Tailored flower strips promote natural enemy biodiversity and pest control in potato crops,10.1111/1365-2664.12653,"Sown flower strips are increasingly implemented within agri-environment schemes (AES) to increase functional biodiversity and ecosystem services such as pollination or natural pest control, but their effectiveness in achieving these goals remains poorly studied. We tested the performance of experimentally sown annual flower strips specifically designed to promote natural enemies of aphids and their pest control services (tailored flower strips) in adjacent potato crops (n=8) compared with control fields (n=10). Flower strips consisted of 11 plant species providing abundant floral and extra-floral resources. The abundance of key natural enemies of aphids (hoverflies, lacewings and ladybirds) and hoverfly species richness was greatly enhanced in tailored flower strips compared with potato control strips. This resulted in an average increase in the number of eggs deposited by hoverflies and lacewings by 127% and 48%, respectively, and a reduction in the number of aphids by 75% in adjacent potato crops.Synthesis and applications. We conclude that tailored flower strips can be an effective agri-environmental measure to enhance natural enemies and aphid control in nearby crops. Indeed, tailored flower strips may help to reduce insecticide input in potato production as they significantly decrease the probability that action thresholds are reached. Promoting natural enemy abundance and diversity, as observed for hoverflies, may increase the stability of pest control and provide additional benefits to agro-ecosystems in terms of natural enemy conservation. We thus recommend establishing tailored flower strips as a promising management option to reconcile the objectives of ecological intensification and biodiversity conservation.",Aphidoidea [Biological control /  / ] [ /  / tailored flower strips] and [Farming and agriculture / Agriculture / ] [Hymenopteran parasites /  / and ] [Plant hosts / Potato crops / ] [Population density /  / ] [Insect and predators / Chrysopidae (Neuroptera) / ] [ / Coccinellidae (Coleoptera) and / ] [ / Syrphidae (Diptera) / ] [Cultivated land habitat / Potato fields and / ] [Switzerland / Zurich & Aargau cantons / ]. and Chrysopidae; Coccinellidae; Syrphidae [Biological control /  / ] [Insect and prey / Aphidoidea (Hemiptera) / ] [Community structure /  / ] and [Population dynamics / Abundance / ] [Cultivated land habitat / Potato and fields / ] [Switzerland / Zurich & Aargau cantons / ]. and Hymenoptera [Biological control /  / Switzerland] [Hemipteran hosts / and Aphidoidea / ] [Community structure /  / ] [Population dynamics / and Abundance / ].,AGRI-ENVIRONMENT SCHEMES; SOWN WILDFLOWER STRIPS; BIOLOGICAL-CONTROL; and POLLINATION SERVICES; ECOSYSTEM SERVICES; HOST-PLANT; HABITAT; and CONSERVATION; BENEFITS; APHIDS,JOURNAL OF APPLIED ECOLOGY,53,4,1169,1176,Article,J,Swiss Federal Research Station Agroscope; University of Koblenz & and Landau; Swiss Federal Institutes of Technology Domain; ETH Zurich,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,42,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
180,"Jonsson, Annelie M. (annelie.jonsson@biol.lu.se) and Ekroos, Johan and Danhardt, Juliana and Andersson, Georg K.S. and Olsson, Ola and Smith, Henrik G.",2015,Sown flower strips in southern sweden increase abundances of wild bees and hoverflies in the wider landscape,10.1016/j.biocon.2014.12.027,"Pollinator populations have suffered severe declines in many industrialised countries due to reduced floral and nesting resources, brought on by agricultural intensification. One potential method of mitigating these effects is creating flower strips. Most previous studies have shown higher pollinator abundances in flower strips, but none have been able to demonstrate increased pollinator abundances at larger spatial scales, in the surrounding agricultural landscapes. We assessed local and landscape-wide effects of flower strips on pollinator abundances, using 18 carefully selected study landscapes in southern Sweden, distributed along independent gradients of landscape heterogeneity and farming intensity. We found that flower strips were more attractive than field borders in general to bumblebees, whereas hoverflies were only attracted to flower strips from nearby field borders. Solitary bees declined with increasing distance from flower strips, but only in complex landscapes. As one of the first studies investigating effects of flower strips on pollinators across the wider landscape, we found increased abundance of bumblebees, but not solitary bees, in field borders outside the flower strips in floristically enhanced landscapes as compared with control landscapes. However, we found that higher quality and/or larger total area of flower strips within a farm was important for both bumblebees and solitary bees. Hoverfly abundance was enhanced on farms with flower strips in simple landscapes. Our results demonstrate that flower strips with rewarding plants do not only attract pollinators locally, but in addition have the potential to increase pollinator abundances across entire landscapes, and particularly in landscapes dominated by farmland. (C) 2015 Elsevier Ltd. All rights reserved.",Apoidea; Bombus; Syrphidae [Pollination /  / ] [Population dynamics / and Abundances / ] [Spatial environment / Landscape scale / ] [Sweden / and Scania region / ].,Sweden; Apoidea; abundance; agricultural ecosystem; agricultural intensification; attractant; bee; flower; fly; habitat quality; heterogeneity; landscape ecology; population decline; species conservation; wild population,BIOLOGICAL CONSERVATION,184,NA,51,58,Article,J,Lund University; Lund University,Scopus,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,43,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
790,"Magagnoli, S and Bosi, S and Negri, L and Dinelli, G and Burgio, G and Masetti, A",2024,Flowering areas enhance insect pollinators and biological control agents in wheat intensive agro-ecosystems,10.1111/icad.12757,"This 4-year study (2018-2021) aimed at investigating the effects of flowering areas inserted at the margin of soft wheat fields (Triticum aestivum L.) in comparison with spontaneous field margins. The action formed part of a multidisciplinary initiative promoted by the Barilla food company, aimed at promoting the sustainable production of soft wheat. Specific aims were to study the effects of flowering areas on (i) the abundance and species richness of insect pollinators, including wild bees, syrphids and butterflies; (ii) the levels of wheat aphid and bug infestations and (iii) the assemblages of biological control agents of aphids (coccinellids and aphid mummies as a result of parasitization). Insect surveys were carried out on 61 wheat-growing farms located in Northern Italy. Insect pollinators were sampled on all farms, whereas wheat aphids, wheat bugs and aphid biological control agents were investigated in a sub-sample of 20 farms. Results generally indicated a positive impact of flowering areas on multiple taxa in comparison with spontaneous field margins. The abundance of pollinators and coccinellids was significantly enhanced by the flowering areas. Aphid mummies showed an interaction between strategies and distances with more mummies at 5 m in wheat plots close to flowering areas and at 50 m in the plots close to spontaneous field margin (control). Flowering areas were validated as an important tool for promoting beneficial taxa in agro-ecosystems. However, the successful establishment of this ecological infrastructure was suggested to rely on several factors, which included both the selection of suitable flowering plant species and the implementation of appropriate management practices. Large-scale study aimed at investigating the effectiveness of flowering areas implementation in soft wheat fields. Specific goals were to evaluate the effect of flowering areas on insect pollinators, wheat aphid and bug infestations and biological control agents of aphids. Results indicated a general positive impact of flowering areas on multiple taxa involved in pollination and biological control agents, in comparison with spontaneous field margins. image",agroecological interventions; Apoidea; Coccinellidae; ecological and infrastructures; integrated pest management; Lepidoptera; long-term and implementation; sustainable food production; value chain,WILDFLOWER STRIPS; PEST-CONTROL; BIODIVERSITY; CEREAL; AGRICULTURE; and MANAGEMENT; DIVERSITY; ABUNDANCE; DENSITY; COMPLEX,INSECT CONSERVATION AND DIVERSITY,NA,NA,NA,NA,Article; Early Access,J,University of Bologna,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,44,FALSE,Y,NA,NA,NA,NA,NA,NA,NA
859,"Killewald, Michael F. (killewam@myumanitoba.ca) and Costamagna, A.C. and Lawley, Y. and Gulden, R.H. and Gibbs, J.",2024,Floral strips adjacent to manitoba crop fields attract beneficial insects shortly after establishment regardless of management type or landscape context,10.1111/afe.12595,"Insects provide valuable ecosystem services to agriculture, but their populations are often lower in these areas.We established floral strips on the edges of eight organic and seven conventional crop fields in southern Manitoba. We then compared the capture rates of ground beetles, syrphid flies and bees in floral strips; control (unmodified) field edges; nearby semi-natural sites; and within the strip and control fields at six distances away from field borders (5-150 m). The effects of farm management and landscape context on insect abundance, diversity and associated species traits were investigated.Capture rates of bees and beetles were significantly higher within the floral strips than the control treatment. However, capture rates of syrphids were significantly higher in the control. Beetles and bees responded positively to blooming forb cover and edge density (0.5 km), whereas syrphids responded positively to non-rewarding agriculture and negatively to the semi-natural areas (1 km). We found no significant difference in insect abundance or diversity between organic and conventional management types, and no differences in insect abundances within the fields were detected. No significant associations between insect traits and landscape variables were identified.These results show that floral strips are effective at attracting ground beetles and bees shortly after establishment, but these communities are functionally similar to those present in control fields. Longitudinal studies are needed to determine whether populations continue to increase over time and become more functionally diverse in fields with floral strips.",Anthophila; Coleoptera; Syrphidae [Food plants / Plantae / Wildflower and strip] [Pollination /  / ] [Cultivated land habitat / Crop fields / ] and [Manitoba /  / ].,WILD BEE ABUNDANCE; GENUS EPEOLUS LATREILLE; MASS-FLOWERING CROPS; and SOYBEAN APHID; POLLINATION SERVICES; HYMENOPTERA-MEGACHILIDAE; and LASIOGLOSSUM DIALICTUS; WESTERN-HEMISPHERE; NATURAL ENEMIES; BUMBLE BEES,AGRICULTURAL AND FOREST ENTOMOLOGY,26,1,18,37,Article,J,University of Manitoba; University of Manitoba; University of Manitoba,WoS,CC,UoR,peerreviewed,primary,FALSE,0,NA,1,45,FALSE,NA,NA,NA,NA,NA,NA,NA,NA
